[2025-04-26 08:37:26] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-04-26 08:37:26] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-04-26 08:37:26] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-04-26 08:37:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-04-26 08:37:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-04-26 08:37:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-04-26 08:37:34] [class-ss-setup-task.php:33] Creating archive directory: C:\wamp64\www\my-portfolio/wp-content/uploads\simply-static\temp-files/simply-static-1-1745656646\
[2025-04-26 08:37:34] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/my-portfolio/
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/admin.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/app.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/app.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/archive-posts.16a93245d08246e5e540.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/archive-posts.6e398ddd4a81a78bcea3.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/cafdcd40a3ed0f7a7a4a.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/carousel.298f1fc9c115422aad0e.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/carousel.3620fca501cb18163600.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/code-highlight.d4867c919d0858f748df.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/contact-buttons-var-10.0dc9f4c9e85e7c4baa3a.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/contact-buttons-var-10.49a45dadc9c2facb4972.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/contact-buttons.33ec3b540b7caec4d0f5.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/contact-buttons.6f0dc663eb685c187fea.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/countdown.6e87ca40d36793d92aea.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/custom-code.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/custom-code.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/display-conditions.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/display-conditions.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/e3f4acef69f217322320.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/e8eba20060a4b0fa29dc.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/editor.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/editor.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/elements-handlers.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/f6214a79e4b78ec016e6.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/f6214a79e4b78ec016e6.bundle.min.js.LICENSE.txt
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/floating-bars-var-2.1a487dc027431fb485cd.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/floating-bars-var-2.c6f25c32db86d04f5e8b.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/floating-bars-var-3.6cef001471f04cdb931e.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/floating-bars-var-3.acd1ad79ebb515e353c9.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/form-submission-admin.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/form-submission-admin.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/form.5fb35271b8ba3fb1e7d6.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/form.a7e78a23dbf43d6f2639.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/frontend.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/frontend.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/gallery.1628df47530ab42dafba.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/gallery.b7d55bc976e04f751975.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/hotspot.d513dd152bf605a2ffbf.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/hotspot.fa04300164c35a866a51.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/jszip.vendor.a3c65615c1de5560962d.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/jszip.vendor.eba4ace24dcc63eadac0.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/jszip.vendor.eba4ace24dcc63eadac0.bundle.min.js.LICENSE.txt
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/load-more.8b46f464e573feab5dd7.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/load-more.f5ecc1c66872d0bd2d17.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop-carousel.5108cb72ebb124297adb.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop-carousel.f8067ec0c24b628c786e.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop-filter-editor.46a4c013b80a381a50c9.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop-filter-editor.67dfa5d044d7bd86bd6f.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop.4a16d82b8b5e3e00f25e.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/loop.da94e53412e56933f721.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/lottie.a02a01f29c0733918ac7.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/lottie.e74a53bfa4c0bd939250.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/media-carousel.04412cb9b4479aa37408.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/media-carousel.afbaabb756a7c18ddb09.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu-editor.a0c405b93f24b0011f86.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu-editor.d6c0f51481d860b12bb7.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu-stretch-content.0d76e4a3b7bf65ff6f9b.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu-stretch-content.480e081cebe071d683e8.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu.4a05edbefebc8de41e36.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/mega-menu.8008698e9df584aa4337.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/menu-title-keyboard-handler.070cb9cb3c4f1f016388.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/menu-title-keyboard-handler.ad6efd6a78bf25450d5a.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nav-menu.a23fbd67486c5bedf26c.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nav-menu.e135a0d0f766c7f455ff.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nested-carousel-editor.0df35e0e1a284d4bd18b.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nested-carousel-editor.6d7500036d0766bbe2fc.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nested-carousel.adf1d39e8be72ec094f0.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/nested-carousel.d08a5094d95215833b5c.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/363.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/363.min.js.LICENSE.txt
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes-app-initiator.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes-app-initiator.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes-app.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes-app.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/notes.min.js.LICENSE.txt
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/off-canvas-editor.3bc6e394bd20d4fd64dc.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/off-canvas-editor.d20b8e528d36b21a024c.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/off-canvas.02e30e192bc782084e8a.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/off-canvas.41d355285c19e4440547.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-documents-extended/editor-documents-extended.asset.php
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-notes/editor-notes.asset.php
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-notes/editor-notes.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-notes/editor-notes.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-notes/editor-notes.strings.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.asset.php
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/editor-site-navigation-extended/editor-site-navigation-extended.strings.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/ui/ui.asset.php
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/ui/ui.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/ui/ui.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/packages/ui/ui.strings.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/page-transitions.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/page-transitions.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/paypal-button.55ffb013a3fe565f55a5.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/paypal-button.f4f64e46173f50701949.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/popup.996738ad83c089bcc0b9.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/popup.f7b15b2ca565b152bf98.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/portfolio.4cd5da34009c30cb5d70.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/portfolio.5727b56368be256d0893.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/posts.aec59265318492b89cb5.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/posts.e99f84b83c36d4568ffe.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/preview.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/preview.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/product-add-to-cart.51a22e1fbd8f914ab3d5.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/product-add-to-cart.d5883897e035f9c53c5e.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/progress-tracker.8cccdda9737c272489fc.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/progress-tracker.fd1d31a26340ed74e10a.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/qunit-tests.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/qunit-tests.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/screenshot.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/screenshot.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/search-form.8941aba5c12cdb05fb7c.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/search-form.b7065999d77832a1b764.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/search.3db30c59360e14bb4448.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/search.5c7852be6fc67209b3a8.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/share-buttons.63d984f8c96d1e053bc0.bundle.min.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/share-buttons.fda49c1691f4a352c7ef.bundle.js
[2025-04-26 08:37:35] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/my-portfolio/wp-content/plugins/pro-elements/assets/js/slides.bcd16bbde90338846bd7.bundle.js
